Start Date,End Date,Initial Capital,End Capital,Total Nominal Return,Geometric Mean Return,Sharpe Ratio
2021-04-23,2024-03-21,1000000,2388467.264579324,1388467.264579324,2.4875916234460727,0.23308418367320793
